epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
184,4815.12,0.77263,0.56051,0.15346,0.79232,0.58085,0.64697,0.34049,0.6852,0.59293,0.244,0.00773538,0.00773538,0.00773538
185,4842.52,0.80338,0.58084,0.15582,0.66771,0.47021,0.54687,0.24393,0.75359,0.6544,0.24152,0.007723,0.007723,0.007723
186,4869.2,0.86448,0.58028,0.16632,0.69962,0.48298,0.54292,0.24341,0.72198,0.68974,0.24324,0.00771063,0.00771063,0.00771063
187,4894.77,0.80153,0.57944,0.16038,0.7885,0.48723,0.5793,0.28325,0.76344,0.60118,0.2789,0.00769825,0.00769825,0.00769825
188,4920.75,0.81059,0.55772,0.15179,0.75606,0.51064,0.5966,0.29495,0.74696,0.60197,0.27695,0.00768587,0.00768587,0.00768587
189,4947.1,0.78913,0.54143,0.14808,0.86911,0.55745,0.63132,0.32482,0.70201,0.61379,0.268,0.0076735,0.0076735,0.0076735
190,4973.13,0.79451,0.54535,0.14887,0.85634,0.58085,0.6614,0.365,0.65758,0.59787,0.2498,0.00766113,0.00766113,0.00766113
191,5001.06,0.76065,0.55089,0.14767,0.81963,0.6091,0.70502,0.37318,0.63061,0.60985,0.21672,0.00764875,0.00764875,0.00764875
192,5028.07,0.76669,0.57486,0.14232,0.8114,0.595,0.67272,0.3458,0.64732,0.63421,0.22759,0.00763637,0.00763637,0.00763637
193,5054.23,0.77891,0.55665,0.14646,0.83355,0.59149,0.66903,0.36319,0.63154,0.62012,0.24502,0.007624,0.007624,0.007624
194,5080.23,0.78231,0.5556,0.14336,0.82893,0.61277,0.68615,0.35437,0.64253,0.59819,0.24492,0.00761163,0.00761163,0.00761163
195,5106.67,0.8037,0.53465,0.14648,0.838,0.61634,0.70148,0.37653,0.62758,0.58023,0.2299,0.00759925,0.00759925,0.00759925
196,5133.3,0.7327,0.5549,0.13731,0.86159,0.57234,0.67632,0.32637,0.69224,0.57397,0.22143,0.00758687,0.00758687,0.00758687
197,5159.42,0.80663,0.57006,0.1503,0.78387,0.51702,0.61513,0.32802,0.65222,0.66067,0.21992,0.0075745,0.0075745,0.0075745
198,5186.14,0.83072,0.56978,0.14486,0.77251,0.52022,0.61683,0.31159,0.67151,0.64148,0.22705,0.00756213,0.00756213,0.00756213
199,5212.55,0.74861,0.56807,0.13858,0.83449,0.58298,0.66087,0.34922,0.6624,0.60312,0.24252,0.00754975,0.00754975,0.00754975
200,5239.16,0.81046,0.54169,0.14605,0.82282,0.62249,0.68126,0.33033,0.69122,0.57312,0.2189,0.00753737,0.00753737,0.00753737
201,5265.45,0.79912,0.54198,0.14155,0.79906,0.58379,0.62963,0.31693,0.69518,0.60243,0.22292,0.007525,0.007525,0.007525
202,5291.74,0.76625,0.5558,0.14278,0.80087,0.55622,0.63772,0.34053,0.65523,0.6166,0.22482,0.00751263,0.00751263,0.00751263
203,5317.92,0.73587,0.57475,0.13285,0.79189,0.58936,0.65511,0.34996,0.65195,0.61916,0.22935,0.00750025,0.00750025,0.00750025
204,5344.81,0.79772,0.54161,0.15206,0.7999,0.57447,0.64831,0.34729,0.6512,0.61362,0.237,0.00748788,0.00748788,0.00748788
205,5371.16,0.79579,0.53447,0.14329,0.82833,0.53617,0.62656,0.31841,0.70589,0.58551,0.22393,0.0074755,0.0074755,0.0074755
206,5397.42,0.73754,0.54107,0.1333,0.84339,0.59787,0.66802,0.33158,0.70187,0.55765,0.23508,0.00746313,0.00746313,0.00746313
207,5423.87,0.75035,0.54346,0.13989,0.86466,0.59362,0.6773,0.37238,0.652,0.59189,0.23862,0.00745075,0.00745075,0.00745075
208,5449.59,0.74757,0.54537,0.13426,0.83511,0.59267,0.69008,0.34047,0.67871,0.60109,0.23297,0.00743837,0.00743837,0.00743837
209,5478.01,0.75615,0.54836,0.13522,0.88261,0.65588,0.71598,0.3877,0.63101,0.5669,0.21788,0.007426,0.007426,0.007426
210,5506.21,0.78249,0.54409,0.13748,0.83041,0.58723,0.65631,0.36506,0.66237,0.59717,0.24522,0.00741363,0.00741363,0.00741363
211,5533.38,0.74732,0.56636,0.13349,0.82354,0.58586,0.67106,0.36426,0.63663,0.61651,0.21756,0.00740125,0.00740125,0.00740125
212,5559.46,0.72488,0.56421,0.13099,0.79742,0.61138,0.67429,0.38061,0.62565,0.59992,0.2202,0.00738888,0.00738888,0.00738888
213,5586.82,0.70355,0.57328,0.13094,0.83452,0.6,0.6693,0.36044,0.65897,0.59705,0.26038,0.0073765,0.0073765,0.0073765
214,5615.48,0.73877,0.57001,0.1277,0.86867,0.57021,0.64005,0.34935,0.68516,0.61844,0.25726,0.00736413,0.00736413,0.00736413
215,5641.54,0.73761,0.56,0.13219,0.79906,0.60851,0.66461,0.35898,0.65548,0.60791,0.24354,0.00735175,0.00735175,0.00735175
216,5668.83,0.75965,0.56132,0.13501,0.83105,0.59653,0.66614,0.3753,0.64461,0.62531,0.23586,0.00733937,0.00733937,0.00733937
217,5695.75,0.76346,0.54398,0.12809,0.86168,0.56383,0.64491,0.33462,0.69521,0.60235,0.22986,0.007327,0.007327,0.007327
218,5722.52,0.78347,0.55994,0.13951,0.87307,0.63191,0.70835,0.4149,0.60888,0.58437,0.20811,0.00731462,0.00731462,0.00731462
219,5750.98,0.82307,0.54499,0.1446,0.88128,0.63177,0.70333,0.37514,0.65069,0.58847,0.22207,0.00730225,0.00730225,0.00730225
220,5776.63,0.74769,0.55959,0.13475,0.82832,0.60567,0.68803,0.38025,0.64077,0.58494,0.23081,0.00728988,0.00728988,0.00728988
221,5803.76,0.8029,0.54087,0.14724,0.8408,0.59555,0.6884,0.38536,0.60255,0.62659,0.21055,0.0072775,0.0072775,0.0072775
222,5830.85,0.78931,0.55402,0.14045,0.83154,0.62766,0.70825,0.39331,0.61604,0.59408,0.21249,0.00726512,0.00726512,0.00726512
223,5856.18,0.74961,0.54344,0.13235,0.83792,0.59149,0.69002,0.33461,0.6897,0.58646,0.2366,0.00725275,0.00725275,0.00725275
224,5883.37,0.76444,0.5416,0.13038,0.83032,0.63404,0.69778,0.38003,0.64093,0.58196,0.20931,0.00724038,0.00724038,0.00724038
225,5912.91,0.67661,0.56438,0.11986,0.86241,0.60426,0.67688,0.37331,0.64708,0.59761,0.21783,0.007228,0.007228,0.007228
226,5940.13,0.82174,0.54049,0.14316,0.81927,0.57021,0.67745,0.39836,0.58953,0.6366,0.21723,0.00721562,0.00721562,0.00721562
227,5966.17,0.72921,0.52521,0.12403,0.84692,0.56809,0.6532,0.33542,0.70685,0.56649,0.22979,0.00720325,0.00720325,0.00720325
228,5993.79,0.79819,0.50166,0.13073,0.84162,0.61702,0.70047,0.4038,0.6032,0.59054,0.21728,0.00719088,0.00719088,0.00719088
229,6021.16,0.77635,0.51156,0.12666,0.88676,0.60426,0.69706,0.36445,0.63769,0.59293,0.21839,0.0071785,0.0071785,0.0071785
230,6046.87,0.74844,0.54525,0.1279,0.84329,0.5766,0.6548,0.30787,0.69255,0.61192,0.23001,0.00716612,0.00716612,0.00716612
231,6074.44,0.77672,0.53159,0.13288,0.81388,0.62335,0.70005,0.36767,0.63418,0.59302,0.21717,0.00715375,0.00715375,0.00715375
232,6101.8,0.75648,0.53204,0.13042,0.8338,0.60426,0.67382,0.32476,0.7156,0.55782,0.2273,0.00714138,0.00714138,0.00714138
233,6128.27,0.76606,0.55535,0.14253,0.91342,0.65096,0.72677,0.40599,0.61028,0.5769,0.21898,0.007129,0.007129,0.007129
234,6155.69,0.78433,0.51654,0.13372,0.84196,0.65319,0.73411,0.39781,0.61863,0.57696,0.20864,0.00711662,0.00711662,0.00711662
235,6183.04,0.75308,0.52748,0.12726,0.80183,0.61915,0.69549,0.39246,0.60991,0.60803,0.19958,0.00710425,0.00710425,0.00710425
236,6209.54,0.7678,0.55371,0.13393,0.80884,0.63919,0.69933,0.37873,0.63271,0.61649,0.2068,0.00709188,0.00709188,0.00709188
237,6236.36,0.71231,0.55433,0.12533,0.87456,0.61702,0.70634,0.37943,0.62307,0.60684,0.21242,0.0070795,0.0070795,0.0070795
238,6263.48,0.76533,0.54667,0.13105,0.84407,0.62194,0.70025,0.40061,0.59706,0.61273,0.20073,0.00706712,0.00706712,0.00706712
239,6290.25,0.72287,0.55663,0.12777,0.85862,0.6,0.68205,0.3879,0.61638,0.61441,0.20285,0.00705475,0.00705475,0.00705475
240,6317.4,0.71034,0.55416,0.12686,0.82773,0.61915,0.71498,0.41024,0.58324,0.62566,0.19694,0.00704238,0.00704238,0.00704238
241,6343.92,0.67418,0.55205,0.12188,0.88571,0.61915,0.7074,0.40219,0.61941,0.58865,0.22979,0.00703,0.00703,0.00703
242,6370.67,0.70323,0.53518,0.1207,0.82554,0.60406,0.70108,0.38778,0.64087,0.57852,0.22397,0.00701762,0.00701762,0.00701762
243,6397.86,0.77752,0.52529,0.12852,0.84587,0.65106,0.72684,0.38209,0.62685,0.58291,0.21148,0.00700525,0.00700525,0.00700525
244,6423.7,0.77491,0.53166,0.12857,0.7827,0.65106,0.70971,0.34316,0.67092,0.57856,0.20841,0.00699288,0.00699288,0.00699288
245,6451.5,0.7456,0.5158,0.12676,0.83504,0.63191,0.70471,0.37199,0.64617,0.54979,0.21222,0.0069805,0.0069805,0.0069805
246,6478.8,0.81429,0.53044,0.13524,0.83431,0.57853,0.68423,0.32618,0.69675,0.5588,0.20407,0.00696812,0.00696812,0.00696812
247,6505.01,0.87648,0.53401,0.15004,0.79509,0.6383,0.70526,0.37441,0.64766,0.55915,0.19802,0.00695575,0.00695575,0.00695575
248,6533.02,0.82259,0.54354,0.14382,0.84082,0.60688,0.69678,0.39606,0.59316,0.61753,0.20102,0.00694337,0.00694337,0.00694337
249,6560.28,0.74325,0.57423,0.12998,0.84225,0.61342,0.68921,0.38493,0.61315,0.61833,0.20826,0.006931,0.006931,0.006931
250,6586.77,0.75444,0.56013,0.12856,0.82408,0.60797,0.69789,0.3463,0.65628,0.61775,0.2202,0.00691862,0.00691862,0.00691862
251,6614.17,0.71074,0.57843,0.12487,0.78532,0.6234,0.69888,0.3753,0.6073,0.61978,0.20187,0.00690625,0.00690625,0.00690625
252,6641.1,0.7545,0.5416,0.13224,0.87586,0.63404,0.72614,0.41386,0.62253,0.56306,0.20452,0.00689388,0.00689388,0.00689388
253,6667.27,0.76672,0.54507,0.12459,0.85558,0.64681,0.72232,0.38366,0.63932,0.57686,0.22304,0.0068815,0.0068815,0.0068815
254,6695.31,0.70484,0.55684,0.11925,0.90482,0.6068,0.71997,0.41595,0.63084,0.55413,0.22272,0.00686913,0.00686913,0.00686913
255,6722.99,0.7093,0.53932,0.12341,0.8702,0.64681,0.72422,0.40021,0.61024,0.57037,0.21246,0.00685675,0.00685675,0.00685675
256,6749.51,0.80667,0.54333,0.1381,0.86813,0.65835,0.74674,0.42527,0.58221,0.58739,0.19265,0.00684438,0.00684438,0.00684438
257,6777.61,0.74784,0.54997,0.13774,0.85169,0.61489,0.70624,0.34288,0.66407,0.58719,0.20893,0.006832,0.006832,0.006832
258,6805.03,0.77324,0.53947,0.12874,0.81439,0.61702,0.70214,0.36075,0.66382,0.57814,0.19935,0.00681962,0.00681962,0.00681962
259,6831.92,0.73279,0.51369,0.11954,0.88109,0.63617,0.72805,0.42238,0.59904,0.5573,0.19395,0.00680725,0.00680725,0.00680725
260,6858.93,0.86259,0.50303,0.13974,0.70016,0.57447,0.61533,0.25866,0.75176,0.60594,0.22212,0.00679488,0.00679488,0.00679488
261,6886.67,0.74651,0.5278,0.12135,0.83906,0.62766,0.7045,0.34959,0.68093,0.57026,0.19868,0.0067825,0.0067825,0.0067825
262,6913.11,0.67326,0.54458,0.11428,0.90498,0.63404,0.72008,0.43769,0.58299,0.5956,0.20642,0.00677013,0.00677013,0.00677013
263,6940.53,0.67129,0.55039,0.11812,0.85278,0.62855,0.71926,0.37545,0.65619,0.59533,0.20201,0.00675775,0.00675775,0.00675775
264,6967.52,0.70251,0.56095,0.12027,0.80407,0.57447,0.65535,0.30971,0.71866,0.60973,0.21862,0.00674538,0.00674538,0.00674538
265,6994.42,0.68272,0.53218,0.11646,0.90258,0.62766,0.70897,0.39425,0.62444,0.61037,0.2094,0.006733,0.006733,0.006733
266,7021.42,0.71925,0.531,0.12237,0.87606,0.62766,0.71614,0.38807,0.63976,0.56938,0.22173,0.00672063,0.00672063,0.00672063
267,7048.81,0.77012,0.53727,0.12839,0.89867,0.62268,0.71153,0.40302,0.60449,0.60069,0.19254,0.00670825,0.00670825,0.00670825
268,7075.28,0.72829,0.5273,0.12313,0.80637,0.57021,0.62844,0.32262,0.73905,0.54453,0.21773,0.00669588,0.00669588,0.00669588
269,7102.29,0.69578,0.57869,0.11696,0.88093,0.62966,0.70425,0.39576,0.62368,0.60226,0.23361,0.0066835,0.0066835,0.0066835
270,7129.44,0.72743,0.54635,0.1199,0.90014,0.61372,0.72033,0.42809,0.57918,0.60193,0.1999,0.00667113,0.00667113,0.00667113
271,7155.67,0.80497,0.53583,0.13169,0.88963,0.61489,0.69692,0.3934,0.62418,0.60584,0.21605,0.00665875,0.00665875,0.00665875
272,7182.85,0.65886,0.55509,0.11354,0.85215,0.66219,0.74063,0.42589,0.58851,0.58087,0.2018,0.00664638,0.00664638,0.00664638
273,7209.83,0.72601,0.54617,0.11848,0.81736,0.61702,0.67704,0.3201,0.69352,0.63917,0.21444,0.006634,0.006634,0.006634
274,7236.17,0.6663,0.585,0.11624,0.86883,0.62011,0.70913,0.40267,0.59698,0.64503,0.20437,0.00662162,0.00662162,0.00662162
275,7263.75,0.74354,0.56943,0.12747,0.85052,0.59787,0.6917,0.38317,0.61714,0.65305,0.20297,0.00660925,0.00660925,0.00660925
276,7290.72,0.73684,0.55231,0.11908,0.86235,0.58936,0.68521,0.38357,0.6158,0.6217,0.20999,0.00659688,0.00659688,0.00659688
277,7316.24,0.66883,0.56108,0.11335,0.85275,0.58085,0.6662,0.34522,0.6709,0.65311,0.24346,0.0065845,0.0065845,0.0065845
278,7343.88,0.71435,0.52037,0.11733,0.89123,0.65106,0.71568,0.41151,0.63168,0.55354,0.22092,0.00657213,0.00657213,0.00657213
279,7371.29,0.76297,0.52868,0.13343,0.88801,0.64043,0.71151,0.37162,0.67885,0.572,0.22909,0.00655975,0.00655975,0.00655975
280,7397.1,0.73074,0.53082,0.12394,0.90926,0.66095,0.73689,0.41632,0.60618,0.58861,0.18939,0.00654738,0.00654738,0.00654738
281,7424.9,0.73351,0.54249,0.12399,0.88613,0.65106,0.74539,0.44019,0.56942,0.59932,0.19207,0.006535,0.006535,0.006535
282,7452.56,0.7106,0.53598,0.11431,0.90193,0.6617,0.74656,0.41167,0.6073,0.58878,0.19544,0.00652262,0.00652262,0.00652262
283,7478.24,0.6772,0.54062,0.11273,0.85717,0.65106,0.73881,0.40692,0.61084,0.57151,0.19346,0.00651025,0.00651025,0.00651025
284,7505.1,0.7096,0.55328,0.11703,0.88119,0.67859,0.74354,0.40624,0.63061,0.57326,0.19575,0.00649788,0.00649788,0.00649788
285,7532.23,0.71674,0.50297,0.11949,0.88945,0.70638,0.76761,0.43974,0.61173,0.50673,0.21005,0.0064855,0.0064855,0.0064855
286,7558.85,0.67469,0.4993,0.11642,0.89975,0.68744,0.76269,0.42044,0.62431,0.52864,0.20602,0.00647313,0.00647313,0.00647313
287,7586.42,0.68936,0.5268,0.11057,0.90857,0.66596,0.75286,0.4383,0.59906,0.55023,0.20842,0.00646075,0.00646075,0.00646075
288,7613.78,0.71463,0.53853,0.11631,0.90418,0.70274,0.7706,0.4513,0.56991,0.55675,0.18585,0.00644837,0.00644837,0.00644837
289,7640.6,0.71449,0.56245,0.11097,0.92476,0.66596,0.76572,0.4619,0.56394,0.57561,0.18588,0.006436,0.006436,0.006436
290,7668.64,0.71702,0.56479,0.1116,0.83163,0.64107,0.7271,0.4319,0.58171,0.61661,0.19514,0.00642362,0.00642362,0.00642362
291,7695.72,0.75106,0.53771,0.1226,0.9239,0.67234,0.75554,0.41025,0.62766,0.55236,0.20195,0.00641125,0.00641125,0.00641125
292,7721.62,0.69902,0.51222,0.11081,0.89773,0.66596,0.75233,0.43246,0.61211,0.5348,0.20063,0.00639887,0.00639887,0.00639887
293,7749.18,0.73522,0.52559,0.11697,0.91923,0.64681,0.73222,0.4342,0.59342,0.55714,0.2159,0.0063865,0.0063865,0.0063865
294,7776.63,0.74808,0.54229,0.12066,0.89963,0.66747,0.74618,0.44152,0.57339,0.58643,0.21014,0.00637413,0.00637413,0.00637413
295,7802.52,0.70217,0.56956,0.10954,0.90407,0.70177,0.7719,0.43897,0.59431,0.54689,0.19578,0.00636175,0.00636175,0.00636175
296,7829.34,0.70266,0.52649,0.10851,0.91724,0.67234,0.7703,0.44279,0.59668,0.52802,0.20476,0.00634937,0.00634937,0.00634937
297,7856.33,0.69549,0.50401,0.11252,0.93211,0.68936,0.76139,0.44997,0.58858,0.54686,0.19604,0.006337,0.006337,0.006337
298,7882.8,0.68055,0.5449,0.11073,0.93207,0.67147,0.74983,0.45748,0.57075,0.57219,0.18648,0.00632462,0.00632462,0.00632462
299,7909.31,0.67423,0.53978,0.10803,0.91363,0.67517,0.7443,0.45242,0.57927,0.57795,0.19543,0.00631225,0.00631225,0.00631225
300,7935.97,0.74423,0.51824,0.11663,0.90562,0.64681,0.72648,0.41246,0.62348,0.5729,0.20789,0.00629987,0.00629987,0.00629987
301,7962,0.66784,0.49624,0.10305,0.91362,0.67515,0.75753,0.42313,0.61582,0.53947,0.21325,0.0062875,0.0062875,0.0062875
302,7988.25,0.70972,0.49673,0.11089,0.88516,0.68877,0.74866,0.36065,0.67808,0.54119,0.20948,0.00627513,0.00627513,0.00627513
303,8014.66,0.6805,0.57024,0.10822,0.91999,0.68499,0.76241,0.44109,0.58006,0.57776,0.19059,0.00626275,0.00626275,0.00626275
304,8039.94,0.69324,0.58633,0.11645,0.90668,0.68217,0.75525,0.43431,0.5784,0.57727,0.19727,0.00625038,0.00625038,0.00625038
305,8066.02,0.69883,0.57008,0.11503,0.88914,0.63141,0.7194,0.38539,0.6263,0.59599,0.19802,0.006238,0.006238,0.006238
306,8092.47,0.68795,0.56371,0.11505,0.91072,0.67447,0.75151,0.42244,0.60637,0.57088,0.18984,0.00622563,0.00622563,0.00622563
307,8119.18,0.71115,0.52612,0.12239,0.90071,0.66809,0.75624,0.41567,0.61695,0.5489,0.19917,0.00621325,0.00621325,0.00621325
308,8144.89,0.6987,0.51523,0.11471,0.92603,0.6925,0.76535,0.47206,0.56655,0.52442,0.19459,0.00620088,0.00620088,0.00620088
309,8172.21,0.73268,0.50674,0.11004,0.89864,0.69793,0.75956,0.44417,0.58795,0.54907,0.1906,0.0061885,0.0061885,0.0061885
310,8198.92,0.69489,0.51559,0.10901,0.91404,0.67874,0.75922,0.38546,0.63987,0.5494,0.19408,0.00617613,0.00617613,0.00617613
311,8224.17,0.76669,0.50619,0.11543,0.88213,0.66383,0.7365,0.3902,0.63994,0.55982,0.20343,0.00616375,0.00616375,0.00616375
312,8250.24,0.70539,0.54115,0.12137,0.90442,0.67021,0.74671,0.44498,0.58112,0.53843,0.19554,0.00615138,0.00615138,0.00615138
313,8276.95,0.65577,0.52311,0.10289,0.9094,0.68344,0.76593,0.43371,0.60611,0.50972,0.20006,0.006139,0.006139,0.006139
314,8303.59,0.64262,0.53183,0.10362,0.90683,0.68335,0.76649,0.42869,0.60495,0.51381,0.22318,0.00612663,0.00612663,0.00612663
315,8329.78,0.6427,0.51016,0.10347,0.90958,0.72128,0.78666,0.45552,0.57476,0.52419,0.19899,0.00611425,0.00611425,0.00611425
316,8356.23,0.65282,0.53707,0.10605,0.88807,0.70851,0.76844,0.43527,0.5916,0.54366,0.19264,0.00610187,0.00610187,0.00610187
317,8382.65,0.65858,0.52825,0.10048,0.86096,0.69149,0.75396,0.41087,0.626,0.54563,0.18946,0.0060895,0.0060895,0.0060895
318,8408.78,0.65716,0.55185,0.10869,0.88758,0.69149,0.76684,0.46424,0.55881,0.54957,0.1914,0.00607713,0.00607713,0.00607713
319,8435.12,0.61635,0.54614,0.10769,0.90096,0.67743,0.76444,0.46242,0.55567,0.56591,0.19235,0.00606475,0.00606475,0.00606475
320,8461.52,0.65636,0.54425,0.10607,0.88827,0.67659,0.76299,0.45416,0.55651,0.59619,0.18864,0.00605238,0.00605238,0.00605238
321,8488.17,0.68848,0.54378,0.10935,0.89746,0.67042,0.75543,0.44988,0.56731,0.59248,0.18244,0.00604,0.00604,0.00604
322,8514.11,0.64001,0.53319,0.10304,0.90734,0.66809,0.75082,0.4476,0.56237,0.60478,0.18164,0.00602762,0.00602762,0.00602762
323,8540.62,0.60887,0.5292,0.09621,0.91953,0.65644,0.74238,0.45331,0.56108,0.5746,0.20482,0.00601525,0.00601525,0.00601525
324,8567.22,0.64434,0.5089,0.10031,0.91801,0.69082,0.76422,0.44831,0.58359,0.53538,0.1932,0.00600287,0.00600287,0.00600287
325,8593.22,0.69667,0.51002,0.11293,0.85814,0.70426,0.76529,0.42689,0.61454,0.54195,0.19176,0.0059905,0.0059905,0.0059905
326,8619.62,0.65661,0.56392,0.10261,0.92494,0.69787,0.77411,0.4843,0.52893,0.5396,0.17643,0.00597812,0.00597812,0.00597812
327,8646.53,0.6769,0.5467,0.1033,0.82607,0.64674,0.73258,0.43174,0.57421,0.59893,0.19381,0.00596575,0.00596575,0.00596575
328,8673.19,0.6713,0.56044,0.10452,0.91086,0.63046,0.72624,0.43072,0.5827,0.58661,0.1872,0.00595338,0.00595338,0.00595338
329,8698.74,0.66795,0.56815,0.10616,0.8809,0.65106,0.73004,0.42592,0.56994,0.59347,0.19937,0.005941,0.005941,0.005941
330,8724.96,0.6301,0.55324,0.10127,0.88771,0.6766,0.75521,0.44467,0.56153,0.5772,0.18884,0.00592862,0.00592862,0.00592862
331,8751.26,0.72652,0.53653,0.11149,0.92487,0.70717,0.77422,0.48732,0.52359,0.5459,0.18383,0.00591625,0.00591625,0.00591625
332,8777.62,0.64019,0.49368,0.09788,0.90824,0.70638,0.77346,0.48438,0.55093,0.51246,0.19158,0.00590387,0.00590387,0.00590387
333,8804.34,0.63447,0.49997,0.09604,0.93603,0.71608,0.78848,0.4737,0.56149,0.53558,0.18664,0.0058915,0.0058915,0.0058915
334,8830.84,0.66865,0.5304,0.10476,0.93795,0.7,0.76396,0.47957,0.54034,0.56949,0.20819,0.00587912,0.00587912,0.00587912
335,8857.43,0.61426,0.54766,0.09908,0.92397,0.69816,0.76677,0.46513,0.55201,0.56366,0.17932,0.00586675,0.00586675,0.00586675
336,8883.3,0.64001,0.549,0.10124,0.89775,0.69574,0.75833,0.48033,0.54276,0.55253,0.18932,0.00585438,0.00585438,0.00585438
337,8909.67,0.66336,0.53476,0.10407,0.89116,0.6794,0.75441,0.46262,0.56546,0.55237,0.19316,0.005842,0.005842,0.005842
338,8936.16,0.66482,0.53319,0.11146,0.86192,0.66596,0.73235,0.3946,0.64651,0.53774,0.19519,0.00582962,0.00582962,0.00582962
339,8961.52,0.63899,0.53149,0.10472,0.85491,0.66809,0.73985,0.45334,0.57166,0.57318,0.18728,0.00581725,0.00581725,0.00581725
340,8987.61,0.64367,0.53735,0.10093,0.8916,0.66809,0.73554,0.46072,0.57579,0.56725,0.19675,0.00580487,0.00580487,0.00580487
341,9014.03,0.61486,0.52534,0.09974,0.91339,0.65957,0.73884,0.46132,0.55546,0.58599,0.18952,0.0057925,0.0057925,0.0057925
342,9040.76,0.78485,0.51214,0.12821,0.91467,0.65745,0.72996,0.44514,0.56941,0.60185,0.19672,0.00578013,0.00578013,0.00578013
343,9066.74,0.6576,0.54198,0.1078,0.88615,0.68723,0.74735,0.46699,0.55782,0.54913,0.18745,0.00576775,0.00576775,0.00576775
344,9093.21,0.67982,0.49905,0.10489,0.89583,0.67702,0.75646,0.42496,0.60785,0.55397,0.19815,0.00575538,0.00575538,0.00575538
345,9119.96,0.67965,0.52177,0.10732,0.89441,0.69787,0.76221,0.48499,0.54488,0.52646,0.19279,0.005743,0.005743,0.005743
346,9146.02,0.62934,0.5298,0.0952,0.93124,0.7,0.77595,0.50451,0.533,0.53478,0.18614,0.00573063,0.00573063,0.00573063
347,9172.84,0.63041,0.5249,0.09853,0.91122,0.71277,0.78791,0.504,0.52477,0.53258,0.18724,0.00571825,0.00571825,0.00571825
348,9200.23,0.63296,0.50007,0.09626,0.93173,0.72766,0.79784,0.51873,0.52885,0.50018,0.17804,0.00570587,0.00570587,0.00570587
349,9227.61,0.63627,0.51671,0.10106,0.92368,0.72128,0.78793,0.50486,0.53657,0.52134,0.18689,0.0056935,0.0056935,0.0056935
350,9253.14,0.66079,0.50734,0.10101,0.89204,0.70322,0.7649,0.48221,0.54666,0.52992,0.20062,0.00568113,0.00568113,0.00568113
351,9279.56,0.69072,0.52665,0.10645,0.87804,0.69362,0.76284,0.41468,0.63242,0.56318,0.19671,0.00566875,0.00566875,0.00566875
352,9306.13,0.64514,0.50949,0.1031,0.90411,0.72222,0.78506,0.4833,0.55401,0.52887,0.19518,0.00565637,0.00565637,0.00565637
353,9331.63,0.59812,0.50731,0.0963,0.88789,0.7077,0.77443,0.43733,0.60216,0.55202,0.20445,0.005644,0.005644,0.005644
354,9358.93,0.68742,0.53774,0.10861,0.93502,0.67357,0.75508,0.45228,0.55038,0.60068,0.18058,0.00563163,0.00563163,0.00563163
355,9385.31,0.68843,0.52527,0.1102,0.90635,0.67234,0.76905,0.45651,0.55567,0.57926,0.17269,0.00561925,0.00561925,0.00561925
356,9411.54,0.65494,0.51808,0.10609,0.92392,0.69767,0.77631,0.48302,0.53573,0.54779,0.17496,0.00560687,0.00560687,0.00560687
357,9437.39,0.65718,0.505,0.10381,0.91284,0.68723,0.77381,0.47302,0.55196,0.54253,0.18215,0.0055945,0.0055945,0.0055945
358,9464.07,0.64599,0.51524,0.10125,0.92493,0.70426,0.78801,0.46047,0.55442,0.55298,0.17631,0.00558213,0.00558213,0.00558213
359,9490.59,0.6277,0.52429,0.10007,0.93355,0.70638,0.78275,0.48095,0.54519,0.53103,0.18738,0.00556975,0.00556975,0.00556975
360,9516.15,0.62677,0.53088,0.10313,0.92323,0.7,0.78262,0.46761,0.56591,0.51921,0.19187,0.00555737,0.00555737,0.00555737
361,9543.28,0.65163,0.51288,0.10225,0.88552,0.69149,0.77333,0.43496,0.59343,0.54086,0.17408,0.005545,0.005545,0.005545
362,9570,0.62408,0.50663,0.09343,0.92526,0.7234,0.80129,0.48808,0.5591,0.50314,0.18275,0.00553263,0.00553263,0.00553263
363,9596.29,0.62828,0.50943,0.09386,0.92461,0.7383,0.80697,0.49579,0.53854,0.51748,0.18461,0.00552025,0.00552025,0.00552025
364,9621.88,0.64372,0.51921,0.09815,0.93687,0.72617,0.8168,0.50153,0.53359,0.50471,0.17555,0.00550787,0.00550787,0.00550787
365,9648.32,0.60998,0.53633,0.09373,0.94437,0.7383,0.81277,0.52875,0.49786,0.52274,0.15627,0.0054955,0.0054955,0.0054955
366,9675.71,0.62877,0.5409,0.09595,0.93963,0.72851,0.80411,0.52307,0.50578,0.51909,0.16383,0.00548313,0.00548313,0.00548313
367,9702.09,0.61837,0.51022,0.09311,0.93549,0.72553,0.79541,0.50976,0.50972,0.53073,0.17886,0.00547075,0.00547075,0.00547075
368,9728.34,0.62717,0.51506,0.09222,0.93018,0.72979,0.79829,0.50388,0.53483,0.51193,0.16996,0.00545837,0.00545837,0.00545837
369,9754.95,0.64823,0.50669,0.09798,0.92181,0.70235,0.78869,0.5008,0.54374,0.50618,0.17721,0.005446,0.005446,0.005446
